Num,Foldername,Kor
5774,NIA_SL_SEN1085_REAL04,단말기터치 불량 사용 안되다
5775,NIA_SL_SEN1622_REAL04,터널 다음 내리다
5776,NIA_SL_SEN0229_REAL04,좌회전 차내리다
5778,NIA_SL_SEN1620_REAL04,신호등 다음 여기
5779,NIA_SL_SEN0961_REAL04,청음회관 곳
5780,NIA_SL_SEN0267_REAL04,용산역 주차 되다
5783,NIA_SL_SEN1080_REAL04,단말기터치 고장 안되다
5784,NIA_SL_SEN1820_REAL04,카드 없다 실종
5785,NIA_SL_SEN0560_REAL04,우회전 맞다
5786,NIA_SL_SEN0083_REAL04,여기 1호 되다
5788,NIA_SL_SEN1870_REAL04,가방 없다 잃어버리다
5789,NIA_SL_SEN1516_REAL04,버스 곳 저기 다음 곳
5790,NIA_SL_SEN1651_REAL04,병원 다음 여기
5793,NIA_SL_SEN0719_REAL04,나사렛 전 내리다
5794,NIA_SL_SEN0682_REAL04,샛길 저기
5795,NIA_SL_SEN1748_REAL04,은행 저기 곳 다음 도착 내리다
5796,NIA_SL_SEN0064_REAL04,지하철 시간 딱
5798,NIA_SL_SEN1294_REAL04,이마트 곳 저기 다음 도착 내리다
5799,NIA_SL_SEN1723_REAL04,보건소 곳 다음 차내리다
5800,NIA_SL_SEN1482_REAL04,군청 곳 다음 내리다
5803,NIA_SL_SEN0351_REAL04,고속 빨리
5804,NIA_SL_SEN1251_REAL04,맥도날드 보다 다음 곳 내리다
5805,NIA_SL_SEN1519_REAL04,버스 곳 저기 다음 도착 차내리다
5806,NIA_SL_SEN1415_REAL04,영등포 곳 찾다 길 무엇
5808,NIA_SL_SEN0685_REAL04,샛길 곳
5809,NIA_SL_SEN0797_REAL04,지금 내리다 맞다
5810,NIA_SL_SEN1678_REAL04,버스 곳 저기 다음 도착 내리다
5813,NIA_SL_SEN0886_REAL04,서대문농아인복지관 차내리다
5814,NIA_SL_SEN0038_REAL04,택시 기본 돈 얼마
5815,NIA_SL_SEN0591_REAL04,손바닥찍다 가다
5816,NIA_SL_SEN1962_REAL04,반지 잃어버리다
5818,NIA_SL_SEN1787_REAL04,아이 실종
5819,NIA_SL_SEN1348_REAL04,서울대학교 찾다 목적 가다 방법
5820,NIA_SL_SEN0086_REAL04,여기 기차 되다
5823,NIA_SL_SEN1234_REAL04,택시 전 저기 곳
5824,NIA_SL_SEN1898_REAL04,핸드폰 사라지다 실종
5825,NIA_SL_SEN0751_REAL04,버스 곳 내리다 맞다
5826,NIA_SL_SEN0777_REAL04,시청 내리다 오케이
5828,NIA_SL_SEN1558_REAL04,육교 곳 다음 도착 차내리다
5829,NIA_SL_SEN0824_REAL04,건너다 차내리다
5830,NIA_SL_SEN1330_REAL04,3 목적 곳 방법
5833,NIA_SL_SEN1629_REAL04,터널 다음 도착 차내리다
5834,NIA_SL_SEN0631_REAL04,명동 가다
5835,NIA_SL_SEN0669_REAL04,지름길 가다 내리다
5836,NIA_SL_SEN0005_REAL04,여기
5838,NIA_SL_SEN1788_REAL04,아이 없다 실종
5839,NIA_SL_SEN1178_REAL04,공항 버스 보다 곳 전 내리다
5840,NIA_SL_SEN0606_REAL04,서울역 목적 가다
5843,NIA_SL_SEN0382_REAL04,트렁크열다 물건 나르다
5844,NIA_SL_SEN0391_REAL04,5호 갈아타다 안내하다 도와주다
5845,NIA_SL_SEN1119_REAL04,물품보관 안되다
5846,NIA_SL_SEN1926_REAL04,차밀리다 시간 괜찮다
5848,NIA_SL_SEN1481_REAL04,군청 곳 다음 내리다
5849,NIA_SL_SEN0021_REAL04,당신
5850,NIA_SL_SEN1957_REAL04,시계 없다 실종
5853,NIA_SL_SEN0935_REAL04,서울농아인협회 내리다
5854,NIA_SL_SEN1219_REAL04,스타벅스 곳 저기 전 저기
5855,NIA_SL_SEN0335_REAL04,분당 첫차 시간
5856,NIA_SL_SEN1427_REAL04,이화여대 곳 목적 무엇 방법
5858,NIA_SL_SEN0564_REAL04,유턴 맞다
5859,NIA_SL_SEN1512_REAL04,버스 곳 다음 내리다
5860,NIA_SL_SEN0735_REAL04,저기 내리다 맞다
5863,NIA_SL_SEN1465_REAL04,터널 다음 곳
5864,NIA_SL_SEN0379_REAL04,도착 3시
5865,NIA_SL_SEN1664_REAL04,샛길 다음 차내리다
5866,NIA_SL_SEN1491_REAL04,병원 다음 여기
5868,NIA_SL_SEN0015_REAL04,급하다
5869,NIA_SL_SEN1129_REAL04,자판기 안되다
5870,NIA_SL_SEN0911_REAL04,에어컨
5873,NIA_SL_SEN0384_REAL04,지하철 갈아타다 곳곳 도움받다
5874,NIA_SL_SEN1156_REAL04,카드 고장 사용 안되다
5875,NIA_SL_SEN0805_REAL04,기차 곳 차내리다 맞다
5876,NIA_SL_SEN1506_REAL04,샛길 저기 다음 곳
5878,NIA_SL_SEN1765_REAL04,편지 저기 곳 다음 차내리다
5879,NIA_SL_SEN1276_REAL04,백화점 다음 곳 저기 도착 차내리다
5880,NIA_SL_SEN1316_REAL04,파리바게트 다음 저기 도착 내리다
5883,NIA_SL_SEN0520_REAL04,학교 안 곳
5884,NIA_SL_SEN1384_REAL04,여의도 곳 방법
5885,NIA_SL_SEN0633_REAL04,명동 내리다
5886,NIA_SL_SEN0908_REAL04,에어컨 켜다
5888,NIA_SL_SEN0694_REAL04,아파트 저기 곳
5889,NIA_SL_SEN0954_REAL04,청음회관 가다
5890,NIA_SL_SEN0928_REAL04,한국농아인협회 차내리다
5893,NIA_SL_SEN1679_REAL04,버스 곳 저기 다음 도착 차내리다
5894,NIA_SL_SEN0734_REAL04,저기 차내리다 맞다
5895,NIA_SL_SEN1826_REAL04,우회전 맞다
5896,NIA_SL_SEN1226_REAL04,스타벅스 전 곳 도착 차내리다
5898,NIA_SL_SEN0921_REAL04,난방
5899,NIA_SL_SEN1896_REAL04,핸드폰 없다 실종
5900,NIA_SL_SEN1388_REAL04,여의도 찾다 방법
5903,NIA_SL_SEN0123_REAL04,9호 갈아타다 목적
5904,NIA_SL_SEN1086_REAL04,단말기터치 고장 사용 안되다
5905,NIA_SL_SEN1827_REAL04,우회전 맞다
5906,NIA_SL_SEN0324_REAL04,지하철 곳 카페 있다
5908,NIA_SL_SEN1626_REAL04,터널 다음 도착 내리다
5909,NIA_SL_SEN0328_REAL04,지하철 곳 옷가게 있다
5910,NIA_SL_SEN0053_REAL04,카드 1회
5913,NIA_SL_SEN1777_REAL04,가방 잃어버리다
5914,NIA_SL_SEN1875_REAL04,가방 잃어버리다 실종
5915,NIA_SL_SEN0835_REAL04,시청 차내리다
5916,NIA_SL_SEN0246_REAL04,지하철 곳 9호
5918,NIA_SL_SEN1216_REAL04,스타벅스 곳 저기 전 도착 차내리다
5919,NIA_SL_SEN0994_REAL04,엘리베이터 무엇
5920,NIA_SL_SEN1507_REAL04,샛길 저기 다음 도착 내리다
5923,NIA_SL_SEN1573_REAL04,언덕 저기 곳 다음 내리다
5924,NIA_SL_SEN1618_REAL04,신호등 다음 도착 차내리다
5925,NIA_SL_SEN0411_REAL04,경찰 전화걸다
5926,NIA_SL_SEN1814_REAL04,지갑 사라지다 실종
5928,NIA_SL_SEN0913_REAL04,난방 켜다
5929,NIA_SL_SEN0283_REAL04,지하철 반대 건너다 가다
5930,NIA_SL_SEN1163_REAL04,에어컨 고장 잘 안되다
5933,NIA_SL_SEN1541_REAL04,대로 다음 내리다
5934,NIA_SL_SEN0988_REAL04,청음회관 오케이
5935,NIA_SL_SEN0644_REAL04,손바닥찍다 차내리다 가다
5936,NIA_SL_SEN1194_REAL04,버스 전 곳 저기 도착 내리다
5938,NIA_SL_SEN1636_REAL04,지하철 곳 다음 도착 내리다
5939,NIA_SL_SEN1016_REAL04,자판기 길
5940,NIA_SL_SEN1582_REAL04,은행 저기 곳 다음 내리다
5943,NIA_SL_SEN0944_REAL04,서대문농아인복지관 가다
5944,NIA_SL_SEN1835_REAL04,우회전 맞다
5945,NIA_SL_SEN1605_REAL04,편지 저기 곳 다음 차내리다
5946,NIA_SL_SEN1510_REAL04,샛길 저기 다음 도착 차내리다
5948,NIA_SL_SEN0272_REAL04,다음 몇분
5949,NIA_SL_SEN0941_REAL04,서울농아인협회 곳
5950,NIA_SL_SEN0717_REAL04,아파트 안 도착
5953,NIA_SL_SEN0565_REAL04,유턴 맞다
5954,NIA_SL_SEN0737_REAL04,저기 차내리다 맞다
5955,NIA_SL_SEN1270_REAL04,백화점 다음 곳 저기 내리다
5956,NIA_SL_SEN0481_REAL04,카드 다르다 또 없다
5958,NIA_SL_SEN1431_REAL04,이화여대 곳 목적 곳 방법
5959,NIA_SL_SEN1523_REAL04,119 곳 다음 내리다
5960,NIA_SL_SEN1755_REAL04,경찰 저기 곳 다음 차내리다
5963,NIA_SL_SEN0180_REAL04,한달 누적사용 내역 보여주다
5964,NIA_SL_SEN0732_REAL04,저기 내리다 맞다
5965,NIA_SL_SEN0096_REAL04,지하철 빨리 오다오다
5966,NIA_SL_SEN0716_REAL04,아파트 안 곳
5968,NIA_SL_SEN0757_REAL04,버스 곳 차내리다 맞다
5969,NIA_SL_SEN0364_REAL04,내리다 갈아타다 가능
5970,NIA_SL_SEN1376_REAL04,송파 지하철 찾다 길 가다 방법
5973,NIA_SL_SEN0604_REAL04,서울역 차내리다 가다
5974,NIA_SL_SEN1725_REAL04,보건소 곳 다음
5975,NIA_SL_SEN1161_REAL04,에어컨 사용 불가능 안되다
5976,NIA_SL_SEN1816_REAL04,지갑 실종 잃어버리다
5978,NIA_SL_SEN1709_REAL04,대로 다음 도착 차내리다
5979,NIA_SL_SEN0420_REAL04,명동 도착
5980,NIA_SL_SEN0040_REAL04,택시 기본 만원
5983,NIA_SL_SEN1128_REAL04,자판기 고장
5984,NIA_SL_SEN1250_REAL04,맥도날드 보다 곳 다음 차내리다
5985,NIA_SL_SEN1927_REAL04,돈
5986,NIA_SL_SEN1260_REAL04,맥도날드 보다 곳 저기 다음 차내리다
5988,NIA_SL_SEN0215_REAL04,학교 보다 차내리다
5989,NIA_SL_SEN0202_REAL04,역무원 부르다
5990,NIA_SL_SEN0430_REAL04,여기 내리다 맞다
5993,NIA_SL_SEN0776_REAL04,시청 차두다
5994,NIA_SL_SEN1948_REAL04,영수증 필요
5995,NIA_SL_SEN1656_REAL04,병원 저기 다음 곳
5996,NIA_SL_SEN0651_REAL04,공항 내리다 가다
5998,NIA_SL_SEN1117_REAL04,물품보관 불량
5999,NIA_SL_SEN1394_REAL04,여의도 가다 원하다 무엇
6000,NIA_SL_SEN0193_REAL04,확인
6003,NIA_SL_SEN1804_REAL04,우산 없다 실종
6004,NIA_SL_SEN0282_REAL04,지하철 가방 위로올리다 까먹다
6005,NIA_SL_SEN0007_REAL04,저기
6006,NIA_SL_SEN0227_REAL04,우회전 차내리다
6008,NIA_SL_SEN0683_REAL04,샛길 저기 가다
6009,NIA_SL_SEN1268_REAL04,백화점 다음 저기 곳 저기
6010,NIA_SL_SEN0244_REAL04,종로 가다
6013,NIA_SL_SEN0775_REAL04,시청 오케이
6014,NIA_SL_SEN0523_REAL04,학교 가다
6015,NIA_SL_SEN1455_REAL04,종로 곳 가다 곳 방법
6016,NIA_SL_SEN0779_REAL04,시청 차내리다 오케이
6018,NIA_SL_SEN0421_REAL04,명동 목적
6019,NIA_SL_SEN1185_REAL04,공항 버스 보다 곳 전 도착 내리다
6020,NIA_SL_SEN1071_REAL04,공기청정기 잘 안되다 불량
6023,NIA_SL_SEN1860_REAL04,우산 사라지다 실종
6024,NIA_SL_SEN0453_REAL04,신호등 다음 여기
6025,NIA_SL_SEN1594_REAL04,경찰 저기 곳 다음 차내리다
6026,NIA_SL_SEN0370_REAL04,도착 10분
6028,NIA_SL_SEN0063_REAL04,지하철 시간 일정하다 위아래
6029,NIA_SL_SEN1902_REAL04,카드 없다 잃어버리다
6030,NIA_SL_SEN0786_REAL04,여기 차내리다 맞다
6033,NIA_SL_SEN1358_REAL04,서울대학교 목적 가다 길 가다 방법
6034,NIA_SL_SEN0765_REAL04,건너다 차두다
6035,NIA_SL_SEN1624_REAL04,터널 다음 차내리다
6036,NIA_SL_SEN1236_REAL04,택시 전 저기 도착 내리다
6038,NIA_SL_SEN1713_REAL04,육교 곳 다음 차내리다
6039,NIA_SL_SEN0506_REAL04,유리 올리다
6040,NIA_SL_SEN1632_REAL04,지하철 곳 다음 내리다
6043,NIA_SL_SEN1844_REAL04,좌회전 맞다
6044,NIA_SL_SEN0588_REAL04,응급실 목적
6045,NIA_SL_SEN1241_REAL04,택시 전 저기 곳 차내리다
6046,NIA_SL_SEN0150_REAL04,물건 없다
6048,NIA_SL_SEN0456_REAL04,화장실 무엇 곳
6049,NIA_SL_SEN0433_REAL04,여기 차내리다 맞다
6050,NIA_SL_SEN1245_REAL04,택시 전 저기 곳 도착 차내리다
6053,NIA_SL_SEN0204_REAL04,경찰 부르다
6054,NIA_SL_SEN1264_REAL04,맥도날드 보다 다음 저기 곳 차내리다
6055,NIA_SL_SEN1205_REAL04,버스 곳 전 보다 도착 내리다
6056,NIA_SL_SEN0493_REAL04,카드 단말기터치 다시
6058,NIA_SL_SEN1738_REAL04,언덕 저기 곳 다음 도착 내리다
6059,NIA_SL_SEN1031_REAL04,회의실 곳
6060,NIA_SL_SEN0497_REAL04,뒤 트렁크열다
6063,NIA_SL_SEN1954_REAL04,시계 잃어버리다
6064,NIA_SL_SEN1267_REAL04,열쇠 잃어버리다 실종
6065,NIA_SL_SEN0864_REAL04,한국농아인협회 내리다
6066,NIA_SL_SEN1551_REAL04,육교 곳 다음 내리다
6068,NIA_SL_SEN1743_REAL04,은행 저기 곳 다음 내리다
6069,NIA_SL_SEN0991_REAL04,청음회관 내리다 오케이
6070,NIA_SL_SEN1586_REAL04,은행 저기 곳 다음
6073,NIA_SL_SEN1974_REAL04,노트북 찾다 실종
6074,NIA_SL_SEN1771_REAL04,맞다
6075,NIA_SL_SEN1908_REAL04,유턴 맞다
6076,NIA_SL_SEN1703_REAL04,대로 다음 차내리다
6078,NIA_SL_SEN0250_REAL04,막차 시간
6079,NIA_SL_SEN0446_REAL04,신호등 다음 차내리다
6080,NIA_SL_SEN1499_REAL04,병원 저기 다음 도착 차내리다
6083,NIA_SL_SEN0457_REAL04,화장실 곳 무엇
6084,NIA_SL_SEN0500_REAL04,뒤 엉덩이 들어올리다
6085,NIA_SL_SEN0758_REAL04,버스 곳 차내리다 맞다
6086,NIA_SL_SEN0524_REAL04,저기 학교 가다
6088,NIA_SL_SEN0785_REAL04,여기 차내리다 맞다
6089,NIA_SL_SEN0736_REAL04,저기 내리다 맞다
6090,NIA_SL_SEN0505_REAL04,내리다
6093,NIA_SL_SEN1105_REAL04,에어컨 불량 사용 안되다
6094,NIA_SL_SEN1487_REAL04,군청 곳 다음 도착 내리다
6095,NIA_SL_SEN0017_REAL04,약속 늦다
6096,NIA_SL_SEN0025_REAL04,말하다 잘못
6098,NIA_SL_SEN0078_REAL04,여기 신촌 지하철
6099,NIA_SL_SEN1306_REAL04,이마트 다음 곳 도착 차내리다
6100,NIA_SL_SEN0846_REAL04,나사렛 차내리다
6103,NIA_SL_SEN1088_REAL04,카드 사용 불가능 고장
6104,NIA_SL_SEN1197_REAL04,버스 곳 전 보다 내리다
6105,NIA_SL_SEN0863_REAL04,한국농아인협회
6106,NIA_SL_SEN0095_REAL04,지하철 빨리 오다오다
6108,NIA_SL_SEN1389_REAL04,여의도 무엇
6109,NIA_SL_SEN1707_REAL04,대로 다음 도착 내리다
6110,NIA_SL_SEN1945_REAL04,카드
6113,NIA_SL_SEN0851_REAL04,나사렛 내리다 오케이
6114,NIA_SL_SEN0721_REAL04,나사렛 전 차내리다
6115,NIA_SL_SEN0950_REAL04,서대문농아인복지관 목적
6116,NIA_SL_SEN1524_REAL04,119 곳 다음 차내리다
6118,NIA_SL_SEN1493_REAL04,병원 다음 내리다
6119,NIA_SL_SEN1164_REAL04,에어컨 사용 잘 안되다
6120,NIA_SL_SEN0639_REAL04,명동 곳
6123,NIA_SL_SEN1598_REAL04,경찰 저기 곳 다음 도착 내리다
6124,NIA_SL_SEN1057_REAL04,자판기 불량
6125,NIA_SL_SEN1604_REAL04,편지 저기 곳 다음 차내리다
6126,NIA_SL_SEN0811_REAL04,버스 곳 맞다
6128,NIA_SL_SEN0838_REAL04,시청 차두다
6129,NIA_SL_SEN0649_REAL04,손바닥찍다 가다 내리다
6130,NIA_SL_SEN1750_REAL04,은행 저기 곳 다음 도착 차내리다
6133,NIA_SL_SEN1404_REAL04,영등포 길 찾다 방법 무엇
6134,NIA_SL_SEN1124_REAL04,물품보관 고장 죽다
6135,NIA_SL_SEN1407_REAL04,영등포 곳 찾다 무엇 방법
6136,NIA_SL_SEN1152_REAL04,카드 불량 잘 안되다
6138,NIA_SL_SEN1779_REAL04,가방 실종
6139,NIA_SL_SEN1871_REAL04,가방 실종
6140,NIA_SL_SEN0820_REAL04,버스 곳 차내리다 맞다
6143,NIA_SL_SEN1328_REAL04,3 가다 원하다 무엇 방법
6144,NIA_SL_SEN1921_REAL04,차밀리다 시간 괜찮다
6145,NIA_SL_SEN1486_REAL04,군청 곳 다음 도착 내리다
6146,NIA_SL_SEN0999_REAL04,엘리베이터 뼈곳
6148,NIA_SL_SEN1137_REAL04,단말기터치 불량
6149,NIA_SL_SEN1511_REAL04,버스 곳 다음 여기
6150,NIA_SL_SEN1281_REAL04,백화점 다음 곳 보다 차내리다
6153,NIA_SL_SEN0139_REAL04,약 가깝다
6154,NIA_SL_SEN0286_REAL04,아이 실종 찾다 도움받다 가능
6155,NIA_SL_SEN0628_REAL04,지름길 가다 내리다
6156,NIA_SL_SEN1641_REAL04,군청 곳 다음 내리다
6158,NIA_SL_SEN0311_REAL04,미리 카드
6159,NIA_SL_SEN0502_REAL04,유리 내리다
6160,NIA_SL_SEN0298_REAL04,잠깐 기다리다
6163,NIA_SL_SEN0749_REAL04,버스 곳 맞다
6164,NIA_SL_SEN0028_REAL04,위험
6165,NIA_SL_SEN1051_REAL04,계단 무엇 곳
6166,NIA_SL_SEN0849_REAL04,나사렛 가다
6168,NIA_SL_SEN1833_REAL04,우회전 맞다
6169,NIA_SL_SEN1489_REAL04,군청 곳 다음 도착 차내리다
6170,NIA_SL_SEN0081_REAL04,여기 송파 지하철 맞다
6173,NIA_SL_SEN1092_REAL04,카드 불량 잘 안되다
6174,NIA_SL_SEN0388_REAL04,엘리베이터 안내하다 도움받다
6175,NIA_SL_SEN0102_REAL04,지하철 곳 1 무엇
6176,NIA_SL_SEN1739_REAL04,언덕 저기 곳 다음 도착 차내리다
6178,NIA_SL_SEN0879_REAL04,서울농아인협회 가다
6179,NIA_SL_SEN1035_REAL04,돈주다 돈얼마
6180,NIA_SL_SEN1843_REAL04,좌회전 맞다
6183,NIA_SL_SEN0036_REAL04,만원
6184,NIA_SL_SEN1246_REAL04,택시 전 저기 곳 도착 차내리다
6185,NIA_SL_SEN1295_REAL04,이마트 곳 저기 다음 도착 내리다
6186,NIA_SL_SEN1838_REAL04,우회전 확인 맞다
6188,NIA_SL_SEN1380_REAL04,송파 지하철 찾다 목적 무엇
6189,NIA_SL_SEN0817_REAL04,버스 곳 내리다 맞다
6190,NIA_SL_SEN1895_REAL04,핸드폰 실종
6193,NIA_SL_SEN1308_REAL04,우산 없다 잃어버리다
6194,NIA_SL_SEN1255_REAL04,맥도날드 보다 곳 다음 도착 내리다
6195,NIA_SL_SEN0764_REAL04,건너다 오케이
6196,NIA_SL_SEN1293_REAL04,이마트 곳 저기 다음
6198,NIA_SL_SEN1731_REAL04,언덕 다음 여기
6199,NIA_SL_SEN0715_REAL04,아파트 저기 곳
6200,NIA_SL_SEN0356_REAL04,미안합니다
6203,NIA_SL_SEN0699_REAL04,저기 아파트 가다
6204,NIA_SL_SEN0216_REAL04,학교 보다 차내리다
6205,NIA_SL_SEN1028_REAL04,의자 무엇 곳
6206,NIA_SL_SEN1324_REAL04,파리바게트 다음 저기 곳 도착 내리다
6208,NIA_SL_SEN0037_REAL04,택시 기본 오천원
6209,NIA_SL_SEN0609_REAL04,서울역 가다 내리다
6210,NIA_SL_SEN1877_REAL04,아이 잃어버리다
6213,NIA_SL_SEN0365_REAL04,내리다 갈아타다 가능
6214,NIA_SL_SEN0599_REAL04,손바닥찍다 곳
6215,NIA_SL_SEN0554_REAL04,우회전 확인 맞다
6216,NIA_SL_SEN1244_REAL04,택시 전 저기 곳 도착 내리다
6218,NIA_SL_SEN1397_REAL04,여의도 무엇 방법
6219,NIA_SL_SEN1463_REAL04,터널 다음 차내리다
6220,NIA_SL_SEN0803_REAL04,기차 곳 내리다 맞다
6223,NIA_SL_SEN1757_REAL04,경찰 저기 곳 다음 도착 내리다
6224,NIA_SL_SEN1539_REAL04,사거리 다음 도착 차내리다
6225,NIA_SL_SEN1547_REAL04,대로 다음 도착 내리다
6226,NIA_SL_SEN0316_REAL04,고속 지하철 9호 갈아타다 방법
6228,NIA_SL_SEN0895_REAL04,에어컨
6229,NIA_SL_SEN0841_REAL04,시청 차내리다 오케이
6230,NIA_SL_SEN0868_REAL04,한국농아인협회 오케이
6233,NIA_SL_SEN0337_REAL04,이름 무엇
6234,NIA_SL_SEN0903_REAL04,에어컨 켜다
6235,NIA_SL_SEN1326_REAL04,파리바게트 다음 저기 곳 도착 차내리다
6236,NIA_SL_SEN0205_REAL04,마포대교 가다
6238,NIA_SL_SEN0959_REAL04,청음회관 도착
6239,NIA_SL_SEN0976_REAL04,따뜻하다 끄다
6240,NIA_SL_SEN1925_REAL04,차밀리다 괜찮다
6243,NIA_SL_SEN0983_REAL04,청음회관
6244,NIA_SL_SEN0483_REAL04,카드 교환하다
6245,NIA_SL_SEN0308_REAL04,지하철 정기권 사다 무엇 곳
6246,NIA_SL_SEN1557_REAL04,육교 곳 다음 도착 내리다
6248,NIA_SL_SEN0576_REAL04,나사렛 차내리다
6249,NIA_SL_SEN1032_REAL04,돈 얼마
6250,NIA_SL_SEN1886_REAL04,지갑 사라지다 실종
6253,NIA_SL_SEN0926_REAL04,한국농아인협회 내리다
6254,NIA_SL_SEN1082_REAL04,단말기터치 불량 잘 안되다
6255,NIA_SL_SEN0381_REAL04,도착 시간 딱
6256,NIA_SL_SEN1700_REAL04,사거리 다음 여기
6258,NIA_SL_SEN1759_REAL04,경찰 저기 곳 다음 도착 차내리다
6259,NIA_SL_SEN0695_REAL04,아파트 안 곳
6260,NIA_SL_SEN1401_REAL04,여의도 가다 방법
6263,NIA_SL_SEN1800_REAL04,열쇠 실종 잃어버리다
6264,NIA_SL_SEN0513_REAL04,춥다 끄다
6265,NIA_SL_SEN0097_REAL04,지하철오다 중
6266,NIA_SL_SEN1213_REAL04,스타벅스 곳 저기 전
6268,NIA_SL_SEN1737_REAL04,언덕 저기 곳 다음 도착 내리다
6269,NIA_SL_SEN0405_REAL04,가다 빨리 방법
6270,NIA_SL_SEN0637_REAL04,명동 도착
6273,NIA_SL_SEN1069_REAL04,공기청정기 고장 불량
6274,NIA_SL_SEN0843_REAL04,나사렛
6275,NIA_SL_SEN1613_REAL04,힘들다
6276,NIA_SL_SEN1075_REAL04,공기청정기 안되다 고장
6278,NIA_SL_SEN1229_REAL04,택시 전 곳 저기
6279,NIA_SL_SEN0897_REAL04,에어컨
6280,NIA_SL_SEN1113_REAL04,엘리베이터 불량 사용 불가능
6283,NIA_SL_SEN1861_REAL04,우산 잃어버리다 실종
6284,NIA_SL_SEN1783_REAL04,가방 잃어버리다 실종
6285,NIA_SL_SEN1578_REAL04,언덕 저기 곳 다음 도착 내리다
6286,NIA_SL_SEN0177_REAL04,곳 바꾸다
6288,NIA_SL_SEN0427_REAL04,여기 내리다 맞다
6289,NIA_SL_SEN1413_REAL04,영등포 곳 찾다 길 방법
6290,NIA_SL_SEN1694_REAL04,사거리 다음 차내리다
6293,NIA_SL_SEN1968_REAL04,반지 잃어버리다 실종
6294,NIA_SL_SEN0691_REAL04,아파트 가다
6295,NIA_SL_SEN1379_REAL04,송파 지하철 가다 목적 무엇
6296,NIA_SL_SEN1553_REAL04,육교 곳 다음 차내리다
6298,NIA_SL_SEN0942_REAL04,서울농아인협회 가다
6299,NIA_SL_SEN0301_REAL04,저기 쓰러지다 119 전화걸다 가능
6300,NIA_SL_SEN1740_REAL04,언덕 저기 곳 다음 도착 차내리다
6303,NIA_SL_SEN1855_REAL04,좌회전 확인 맞다
6304,NIA_SL_SEN1181_REAL04,공항 버스 보다 전 곳 내리다
6305,NIA_SL_SEN0629_REAL04,지름길 가다 내리다
6306,NIA_SL_SEN1322_REAL04,파리바게트 다음 저기 곳 차내리다
6308,NIA_SL_SEN0302_REAL04,아이 혼자 방황
6309,NIA_SL_SEN1736_REAL04,언덕 저기 곳 다음
6310,NIA_SL_SEN1099_REAL04,에어컨 불량 안되다
6313,NIA_SL_SEN1818_REAL04,카드 없다 잃어버리다
6314,NIA_SL_SEN1720_REAL04,육교 곳 다음 여기
6315,NIA_SL_SEN0861_REAL04,차 뒤 들어올리다
6316,NIA_SL_SEN1645_REAL04,군청 곳 다음 곳
6318,NIA_SL_SEN1087_REAL04,카드 사용 안되다 고장
6319,NIA_SL_SEN0437_REAL04,신호등 전 차내리다
6320,NIA_SL_SEN1711_REAL04,육교 곳 다음 내리다
6323,NIA_SL_SEN0398_REAL04,도착 곳 알려주다
6324,NIA_SL_SEN0933_REAL04,서울농아인협회 가다
6325,NIA_SL_SEN1923_REAL04,차밀리다
6326,NIA_SL_SEN1946_REAL04,카드 되다
6328,NIA_SL_SEN1363_REAL04,송파 지하철 가다 방법
6329,NIA_SL_SEN1785_REAL04,아이 잃어버리다
6330,NIA_SL_SEN0860_REAL04,차 엉덩이 트렁크열다
6333,NIA_SL_SEN0574_REAL04,나사렛 내리다
6334,NIA_SL_SEN0929_REAL04,한국농아인협회 도착
6335,NIA_SL_SEN1597_REAL04,경찰 저기 곳 다음 도착 내리다
6336,NIA_SL_SEN0790_REAL04,여기 차내리다 맞다
6338,NIA_SL_SEN0586_REAL04,응급실 차내리다
6339,NIA_SL_SEN1136_REAL04,자판기 잘 안되다 죽다
6340,NIA_SL_SEN1398_REAL04,여의도 곳 방법
6343,NIA_SL_SEN0508_REAL04,차 유리 올리다
6344,NIA_SL_SEN0373_REAL04,도착 1시
6345,NIA_SL_SEN1015_REAL04,자판기 곳 길
6346,NIA_SL_SEN0408_REAL04,역무원 부르다 나
6348,NIA_SL_SEN1813_REAL04,지갑 찾다 실종
6349,NIA_SL_SEN0901_REAL04,에어컨
6350,NIA_SL_SEN0967_REAL04,천안아산역 차내리다
6353,NIA_SL_SEN1924_REAL04,차밀리다 심하다
6354,NIA_SL_SEN1471_REAL04,지하철 곳 다음 내리다
6355,NIA_SL_SEN0706_REAL04,학교 안 가다
6356,NIA_SL_SEN1608_REAL04,편지 저기 곳 다음 도착 내리다
6358,NIA_SL_SEN1595_REAL04,경찰 저기 곳 다음 차내리다
6359,NIA_SL_SEN1432_REAL04,이화여대 길 목적 곳 방법
6360,NIA_SL_SEN0522_REAL04,학교 안 가다
6363,NIA_SL_SEN1726_REAL04,보건소 곳 다음 도착 내리다
6364,NIA_SL_SEN1096_REAL04,카드 고장 사용 안되다
6365,NIA_SL_SEN0065_REAL04,사람 계산 잘못하다
6366,NIA_SL_SEN1002_REAL04,약 곳 무엇
6368,NIA_SL_SEN0664_REAL04,지름길 차내리다 가다
6369,NIA_SL_SEN1555_REAL04,육교 곳 다음
6370,NIA_SL_SEN0756_REAL04,버스 곳 내리다 맞다
6373,NIA_SL_SEN0781_REAL04,여기 맞다
6374,NIA_SL_SEN1210_REAL04,스타벅스 곳 저기 전 내리다
6375,NIA_SL_SEN1922_REAL04,차밀리다 기다리다
6376,NIA_SL_SEN1148_REAL04,카드 사용 불가능 고장
